img_path,json_path,captions
../combined/62432.jpg,../combined/62432.json,"['login page of an educational app', 'sign in page', 'welcome page for a learning app', 'welcome page', 'welcome page of the application with sign in option']"
../combined/3473.jpg,../combined/3473.json,"['different avatars in the emoji effects app', 'display showing different dress to dress your avatar', 'page displaying new arrivals of cartoons', 'screen displaying multiple dressing costumes', 'showing the list of avatar']"
../combined/31076.jpg,../combined/31076.json,"['display of a page showing online mobile trading app', 'page displaying with list of options for quotes', 'page showing different information about stock markets', 'screen page displaying various options', 'screen page displaying various options']"
../combined/7238.jpg,../combined/7238.json,"['app showing the account setup page', 'home screen displaying to enter details', 'page asking to enter the credentials', 'page displaying to enter personal information', 'screen showing set up page']"
../combined/29061.jpg,../combined/29061.json,"['display of screen shows a story', 'page of a social networking app', ""page showing post 's"", 'page showing variety of news feed', 'screen displaying the news page']"
../combined/23475.jpg,../combined/23475.json,"['page showing favorites section of a learning based app', 'page showing the favorites in a dictionary app', 'screen displaying multiple controls', 'screen page displaying various options in game application', 'screen showing favorites page location']"
../combined/36413.jpg,../combined/36413.json,"['displaying people page to follow them in a social app', 'home page displaying various profiles with follow option', 'page displaying various profiles in social application', 'page displaying with images for the different profiles', 'search page of a social media app']"
../combined/36702.jpg,../combined/36702.json,"['list of options displayed in the app', 'page displaying different options available in application', 'page displaying information and icons in application', 'page displaying the speech system app', 'page with options of a calling app']"
../combined/46038.jpg,../combined/46038.json,"['display of ratings and information of a film', 'display page of the movie and the ratings', 'page displaying about a movie', 'page showing details of a movie on an app', 'screen shows about movie description in the application']"
../combined/51647.jpg,../combined/51647.json,"['login page for an application', 'login page of a social app', 'login page', 'login page', 'login page which asks for the number and the password']"
../combined/49012.jpg,../combined/49012.json,"['page displaying the select a email', 'pop-up displaying different applications to continue', 'pop-up shows to select an email client with multiple apps', 'push up message with options', 'select an email client of the app']"
../combined/67148.jpg,../combined/67148.json,"['application for testing the love', 'home page for a love calculator app', 'page showing various options in a compatibility test based app', 'page shows details to calculate love', 'welcome page of a love calculator app']"
../combined/31035.jpg,../combined/31035.json,"['page display to join lifestyle app', 'page displaying the invitation', 'page displaying to send a invitation message', 'screen displaying an email address to sent a message', 'screen displaying user email information and contents of a message']"
../combined/10430.jpg,../combined/10430.json,"['display with management menu option', 'list of menu options in the application', 'page displayed management menu and other options', 'page displaying various menu options', 'page showing different options for managing your menu']"
../combined/38204.jpg,../combined/38204.json,"['display of a page showing of relationship app', 'home page for the application with option', 'page displaying to instructions', 'page displaying to view instructions in a relationship app', 'welcome page']"
../combined/5413.jpg,../combined/5413.json,"['display of a sports app with list of several videos', 'displaying videos of a baseball app', 'page displayed with sports images in mlb', 'page displaying various updates in sports application', 'page showing content in a sports app']"
../combined/60200.jpg,../combined/60200.json,"['notification displaying an information', 'page displaying the versions of the social app', 'pop up displaying different versions', 'pop up showing app icons and some information', 'pop-up shows multiple version list']"
../combined/39907.jpg,../combined/39907.json,"['list of options for settings', 'page displaying with settings to edit account', 'page showing different setting options on an app', 'setting page of a social app', 'settings page with two more options']"
../combined/56024.jpg,../combined/56024.json,"['display of a initial page for a communication app', 'display of screen shows instant messages', 'page showing full oriented support icon with instruction to rotate', 'page showing welcome on-boarding screen of instant messaging app', 'page with instruction to view jabber in other mode']"
../combined/20421.jpg,../combined/20421.json,"['page asking to choose the location', 'page displaying choose location in navigation application', 'page displaying location with next option', 'page displaying next option', 'page showing to choose a location in maps']"
../combined/64513.jpg,../combined/64513.json,"['page displaying signing in information about a sticker messaging application', 'page showing sign up page of a chatting app', 'welcome page', 'welcome page of an social messenger app', 'welcome page of messaging application']"
../combined/679.jpg,../combined/679.json,"['device records of weather station', 'informative page', 'page displaying about weather app', 'page displaying details about a weather application', 'page displaying details pf a weather station']"
../combined/20805.jpg,../combined/20805.json,"['pop up for complimentary treat', 'pop up displaying about complimentary treat', 'pop up message of welcome', 'welcome page of a mobile application', 'welcome page']"
../combined/71462.jpg,../combined/71462.json,"['displaying a live score app', 'page displaying top user predictions in a sports app', 'page displaying top users predictions of a sports app', 'page displaying various information in sports application', 'page that displaying sports application']"
../combined/71882.jpg,../combined/71882.json,"['log-in page for an application', 'page showing welcome page and sign in option', 'sign up page', 'welcome page', 'welcome page']"
../combined/59132.jpg,../combined/59132.json,"['page requesting to sign in on an app', 'sign in page of an account', 'sign in page shows to select with social websites', 'sign in page with few options in a health app', 'sign-in page with selective social app on health app']"
../combined/14500.jpg,../combined/14500.json,"['page displaying information about a drinking water calculating application', 'page displaying the information of drinking water in application', 'page showing profile of water', 'screen displaying home page of a water tracking application', 'welcome page']"
../combined/20278.jpg,../combined/20278.json,"['display of screen shows a panoramic camera', 'page displaying an image with multiple options', 'page displaying an image with other options', 'page displaying the camera view', 'page showing panoramic view on mobile']"
../combined/61582.jpg,../combined/61582.json,"['display screen of settings', 'display showing settings in the app', 'screen showing settings options', 'settings page with list of options in the sports app', 'settings tabs in application with different option']"
../combined/23981.jpg,../combined/23981.json,"['list of videos in video player application', 'page displaying with recent videos list', 'page showing list of videos to play in video player', 'page showing recent videos in a video app', 'screen shows videos of recent video player app']"
../combined/25302.jpg,../combined/25302.json,"['image shows settings page', 'list of options available in the app settings', 'page displaying the setting options', 'page displaying various settings', 'screen displaying list of settings in app']"
../combined/4808.jpg,../combined/4808.json,"['display list of options', 'displaying different steps', 'home page of a distance calculating app', 'list of options showing in this page', 'menu page of a navigation app']"
../combined/802.jpg,../combined/802.json,"['display of a page showing various categories for app', 'display of a training app with multiple options', 'display of various options', 'screen shows information from a potty app', 'window displaying different apps with icons']"
../combined/3622.jpg,../combined/3622.json,"['favourites page', 'information of the favourites in app', 'page showing heart icon', 'screen showing about favorites on a device', 'screen shows favourites']"
../combined/62106.jpg,../combined/62106.json,"['different communities are displaying in social app', 'display shows various options in the social app', 'displaying various options in discover communities', 'page showing various categories of communities', 'window displaying list of different communities']"
../combined/61842.jpg,../combined/61842.json,"['display of options in a medical app', 'more page with contact about and options of sports clinic app', 'page displaying few options available in the app', 'page is about a clinic for sports app', 'page that displaying sports application']"
../combined/71970.jpg,../combined/71970.json,"['dallas cowboys in the team', 'display screen of statistics and roaster of team', 'page displaying an information in gaming application', 'page showing real time breaking news', 'screen displaying the team score of a game']"
../combined/50164.jpg,../combined/50164.json,"['display of audio recorder', 'page of a voice recording app', 'screen displaying multiple control options and time duration', 'screen showing no recordings', 'screen shows a page to tape recorder']"
../combined/36345.jpg,../combined/36345.json,"['pop up alert of explore digital tools', 'pop up asking to explore digital tools', 'pop up page with instruction for exploring tools', 'pop-up message about guide to use the tools', 'popup of instruction to control the functioning of app']"
../combined/23602.jpg,../combined/23602.json,"['home page of a mobile application', 'homepage for logging or signing up into account', 'introductory page', 'login page of a social app', 'screen displaying the login page']"
../combined/45150.jpg,../combined/45150.json,"['pop up asking to set birth date', 'pop up displayed to select date of birth', 'pop up displaying calendar information of a particular date', 'pop up notification of a calendar app', 'pop-up showing calendar of a month']"
../combined/27729.jpg,../combined/27729.json,"['app asking to translate the given sentence', 'page displaying about translating the sentence', 'page displaying the translation', 'page to translate the text', 'screen page of language translator application']"
../combined/12981.jpg,../combined/12981.json,"['display page of a browser', 'display of loading page', 'screen displaying the page with no content', 'website blank page displaying', 'website blank page showing']"
../combined/4669.jpg,../combined/4669.json,"['favorites page displaying', 'interface for a language learning app', 'page displaying icon in a learning app', 'page displaying the favorite activities', 'page showing a favorites']"
../combined/56738.jpg,../combined/56738.json,"['image of a food bowl in food delivering app', 'page displaying a food image in a food delivery app', 'page displaying the image of a food app', 'page showing the image in food app', 'page shows the a cup of food item on app']"
../combined/22454.jpg,../combined/22454.json,"['page displaying a question with options', 'page displaying question in mathematical learning app', 'page displays maths questions in app', 'page showing reviewed questions in mathematics', 'social app for solving maths']"
../combined/10607.jpg,../combined/10607.json,"['details of app of education app', 'info displayed', 'learning app with list of options and contact hyperlinks', 'page displays about learning app', 'screen displaying the page of an education app']"
../combined/24633.jpg,../combined/24633.json,"['display image of options', 'notification showing various options', 'pop up page displaying to create various files', 'pop up showing create new', 'pop-up displays list of options to create']"
../combined/43581.jpg,../combined/43581.json,"['checkers list crypto trading app', 'displaying a stock market page', 'page displaying no checkers', 'page displays no checkers in app', 'screen displaying multiple control options']"
../combined/6259.jpg,../combined/6259.json,"['display of list of sharing applications', 'display showing number of applications to share', 'list of various applications to share the image', 'pop up displaying different options for sharing the page', 'pop-up showing various share options']"
../combined/49070.jpg,../combined/49070.json,"['editors choice in the discover page', 'list of sports in a sports app', 'page displaying information of an gaming app', 'page showing different shows', 'various kinds of images with quotations in the application']"
../combined/68704.jpg,../combined/68704.json,"['page showing list of items available nearby on an app', 'pop up displaying the multiple images an a app', 'pop up displaying various categories in the shopping app', 'screen shows different images in shopping app', 'search page of the app']"
../combined/36720.jpg,../combined/36720.json,"['continuation page on a cpr app', 'page displayed with cpr guide actions', 'page displaying information to continue with', 'page displaying multiple cpr preparation actions', 'starting page of a security app']"
../combined/4717.jpg,../combined/4717.json,"['display of a pop up', 'pop up message', 'pop up showing wifi connection setting', 'pop up with connection settings of wifi', 'pop-up displaying the wifi auto connection']"
../combined/52175.jpg,../combined/52175.json,"['different feedback parameters are displaying for medical application', 'display of a medical application with various options', 'displaying list of options', 'notification displaying various options', 'page displays options in medical app']"
../combined/29321.jpg,../combined/29321.json,"['pop up displaying contents in user account page', 'pop up of login page of the app', 'pop up page showing input fields for login', 'pop-up to enter email and password', 'popup displaying signing in about account linking']"
../combined/52810.jpg,../combined/52810.json,"['notification to install an application', 'page displaying home screen with multiple icons', 'pop up showing a message to install an app', 'pop-up asking to install voice search app', 'screen displaying the pop-up of installing the app']"
../combined/7573.jpg,../combined/7573.json,"['displaying an app to find stores', 'page asking for location details to find nearby stores', 'page displaying different options', 'page showing search bar to find city', 'search page for finding nearby stores on shopping app']"
../combined/13849.jpg,../combined/13849.json,"['page displaying information and different categories available', 'page displaying list of options for constitution', 'page displaying the list of constitution parts', 'page displaying with index details for constitution', 'page displays list of parts regarding constitution in app']"
../combined/17062.jpg,../combined/17062.json,"['display of settings options for an app', 'page displaying notification and button', 'page displaying settings in the phone', 'page with two options under settings', 'settings page showing two parameters']"
../combined/23236.jpg,../combined/23236.json,"['login and create account page', 'login credentials page', 'login page of a prayer app', 'page asking to enter details for login', 'screen displaying the login page']"
../combined/20046.jpg,../combined/20046.json,"['page displayed an image', 'page displaying image in a android application', 'page showing an image with a caption', 'page showing an image with some content', 'page showing the image in gallery app']"
../combined/32454.jpg,../combined/32454.json,"['display of locations in a weather app', 'page displaying weather conditions', 'page showing locations on app', 'screen displaying the location with its temperature', 'screen displaying the locations with time']"
../combined/28708.jpg,../combined/28708.json,"['alert text regarding new feature in application', 'notification displaying various versions', 'pop up message', 'pop-up showing list of versions', 'pop-up shows version']"
../combined/66123.jpg,../combined/66123.json,"['displaying list of different soccer cleats', 'home page of shopping app featuring upcoming products', 'list of products in e-commence site', 'page displaying various shoes', 'screen displaying the list of soccer cleats']"
../combined/39571.jpg,../combined/39571.json,"['display of a shopping app with preferences option', 'display page of a shopping app', 'page displaying details', 'page displaying information about discount and offers application', 'screen showing preferences in application']"
../combined/68026.jpg,../combined/68026.json,"['list of property types in a realestate app', 'list of various property types', 'pop up notification list of different options with check boxes', 'pop up screen of property types with list of options', 'popup page for selecting property types of home searching app']"
../combined/44215.jpg,../combined/44215.json,"['page displaying about my motivational photos', 'page displaying the list of motivational photos', 'page showing different options like camera', 'page showing the options gallery app', 'page shows motivational photos with few options in health app']"
../combined/27831.jpg,../combined/27831.json,"['display of screen shows to start searching notifications', 'page displaying for house hunting app', 'page displaying the search option', 'page of a home search application', 'page showing search option on app']"
../combined/38995.jpg,../combined/38995.json,"['page displaying a request in an social app', 'page displaying a request to join the app', 'page displaying request message to join a social app', 'page requests to join using an social app', 'sign in page for the application']"
../combined/57846.jpg,../combined/57846.json,"['alert message to receive ads', 'display of a page showing statement of app', 'display of a pop up', 'pop up page with details about app', 'pop-up displays device information in app']"
../combined/24469.jpg,../combined/24469.json,"['pop up of a settings', 'pop up of mic settings in the application', 'pop up settings page displayed', 'pop-up about the settings of a recording sound app', 'pop-up showing the settings options']"
../combined/60458.jpg,../combined/60458.json,"['display of a workspace app', 'display of page showing demo account to add for app', 'page displaying an add account option the app', 'page requesting to add the account', 'screen shows add accounts details']"
../combined/69298.jpg,../combined/69298.json,"['chat box page of a messaging app', 'display screen', 'page asking to delete a message', 'page displaying information of an message sent', 'page of monday sent to some one']"
../combined/65873.jpg,../combined/65873.json,"['page asking information in medical app', 'page showing profile page', 'screen displaying user information', 'welcome page for the application', 'welcome page']"
../combined/70813.jpg,../combined/70813.json,"['map page with options in the river navigation app', 'maps page in a marine navigation app', 'page displaying a map view', 'page displaying information about location in map application', 'screen displaying the navigation chart page']"
../combined/4811.jpg,../combined/4811.json,"['display of options in the measuring meter app', 'page displaying different options with checkbox and enable option', 'page showing multiple settings', 'page shows the various altimeter settings options', 'settings page in a altimeter app']"
../combined/10511.jpg,../combined/10511.json,"['display of page to create montages', 'display shows photo editing page', 'page showing image with back option', 'screen showing image of a lady and a back icon', 'uploading images in some cards']"
../combined/29170.jpg,../combined/29170.json,"['display of moves list in a game app', 'page displaying different movie characters', 'page displaying list of entertainment series of an streaming application', 'page displaying various avatars', 'page displaying with list of movies in application']"
../combined/21460.jpg,../combined/21460.json,"['page displaying pick up and drop option in cab application', 'page displaying search for cars', 'page displaying search information about a car application', 'screen showing search option to find car in location app', 'search options a showing an a location setting']"
../combined/8629.jpg,../combined/8629.json,"['different features are displaying for blocking contacts', 'page displaying information of a caller app', 'page displaying to clear block logs', 'page displaying various options in call application', 'screen displaying black list page']"
../combined/24453.jpg,../combined/24453.json,"['display of screen shows all books on a page', 'page displaying various books of a ebook reading app', 'page showing different books on an app', 'page showing various books on app', 'screen displaying the various books']"
../combined/36501.jpg,../combined/36501.json,"['customization options page in weather app', 'display image of options in a weather application', 'page displaying about the weather details', 'page displaying updates of a weather app', 'screen shows about weather forecast']"
../combined/54666.jpg,../combined/54666.json,"['page displayed to fill contact info', 'page displaying contact info', 'page displaying edit option of a contact', 'page displaying the contact info', 'page showing settings for a contact']"
../combined/5416.jpg,../combined/5416.json,"['american page of a sports app', 'page displayed with various wallpaper images', 'page displaying different baseball wallpapers in app', 'screen showing list various wallpapers', 'screen shows wallpapers on a league']"
../combined/10096.jpg,../combined/10096.json,"['display with multiple setting options', 'display of notification settings for an app', 'notification settings for different parameters are showing', 'page displaying notification detail', 'page displaying with list of different settings']"
../combined/32233.jpg,../combined/32233.json,"['pop up message of warning', 'pop-up showing a warning', 'pop-up shows a warning message', 'pop-up shows battery warning message', 'pop-up shows warning text message']"
../combined/8606.jpg,../combined/8606.json,"['alert message to select the app for sharing the file', 'page displaying multiple applications to share', 'pop up alert for share using', 'pop-up showing different sharing options', 'pop-up to share using different apps']"
../combined/62411.jpg,../combined/62411.json,"['checkout page', 'page displaying a cart in shopping app', 'page showing an empty cart in a gaming app', 'page with cart option of a gaming app', 'screen shows cart details in shopping app']"
../combined/2917.jpg,../combined/2917.json,"['page displaying a word', 'page displaying the language translation application', 'page displaying to continue an application', 'page with quiz in an language learning application', 'screen shows vocabulary with continue option']"
../combined/7135.jpg,../combined/7135.json,"['page displayed with a list of sports channels', 'page displays all sports channels', 'page showing the channel listings', 'results for all sports with few options in sports app', 'screen displaying the list of sports']"
../combined/38567.jpg,../combined/38567.json,"['display of screen shows about settings', 'display page showing various settings for emojis app', 'page displayed voice detection and other different settings', 'page displaying the setting of recording options', 'screen displaying settings on smiley app']"
../combined/33332.jpg,../combined/33332.json,"['display shows number of products', 'page displaying history in shopping application with few options', 'page displaying history options in a shopping applications', 'page displaying the browsing history', 'page showing history of a shopping app']"
../combined/12741.jpg,../combined/12741.json,"['display page to set security question', 'page displaying the details to be entered', 'page displaying to answer security question for app', 'page displaying various details to be entered', 'page for setting a password']"
../combined/65831.jpg,../combined/65831.json,"['find friends page in a calling app', 'interface for an online messaging based app', 'page displaying about communication with your friends', 'page displaying different options', 'page showing different options']"
../combined/52472.jpg,../combined/52472.json,"['pop up displaying about user agreement in weather app', 'pop up notification of user agreement', 'pop up shows to accept or reject the agreement', 'pop-up displaying to accept agreement in app', 'pop-up showing user agreement of a forecaste app']"
../combined/6084.jpg,../combined/6084.json,"['list of application options for sharing', 'page displaying the share options for social apps', 'pop -up of various app icons', 'pop up showing various apps', 'pop-up shows to share using multiple apps']"
../combined/33230.jpg,../combined/33230.json,"['pop up showing details about a recipe app', 'pop up welcome message', 'pop-up displaying welcome page of application', 'pop-up showing welcome page of food app', 'welcome text of application for the cake order']"
../combined/50284.jpg,../combined/50284.json,"['page displaying about the students details and career in application', 'page displaying list of options', 'page is about a quiz and its categories', 'page showing list of unanswered filters on an app', 'page showing the options in leaning app']"
../combined/47530.jpg,../combined/47530.json,"['add new contact page of an online app', 'contact adding page', 'edit page of a new contact on an app', 'page asking information to add contact', 'page showing profile page']"
../combined/65228.jpg,../combined/65228.json,"['display page of foreign languages list of language learning app', 'list of options to learn foreign languages in learning app', 'page displaying multiple options in learning application', 'screen shows multiple options in language learning app', 'sign up page']"
../combined/4476.jpg,../combined/4476.json,"['display of theme settings page', 'display showing theme options of stories app', 'page showing options related to a creative writing app', 'screen displaying the list of features with check boxes', 'various options in a story reading app']"
../combined/14726.jpg,../combined/14726.json,"['page displaying instructions in app', 'page displays instructions in app', 'page is highlighting about a feature', 'screen displaying demo instructions to access an application', 'welcome page']"
../combined/17319.jpg,../combined/17319.json,"['page displaying the progress tracker', 'page displaying the tracking of a progress', 'page showing different options of a tracker', 'page showing progress tracker in a travel related app', 'two categories showing zero result in the tracking app']"
../combined/34669.jpg,../combined/34669.json,"['pop up asking to request correction', 'pop up page displaying for language translation', 'pop up showing translation correction', 'pop-up displaying the translation notification', 'pop-up for translation correction']"
../combined/34879.jpg,../combined/34879.json,"['different sign-in options for a cooking app', 'sign in page for the cooking app', 'sign in page', 'sign in page', 'welcome page with different options']"
../combined/33158.jpg,../combined/33158.json,"['display shows settings of an application', 'page displaying information about an application', 'page displaying the notification status', 'page giving tips for recording signals in the communication app', 'page showing for recording ekg']"
../combined/33576.jpg,../combined/33576.json,"['page displaying details of trips in traveler application', 'page displaying different properties available', 'page displaying multiple property options', 'screen shows room booking app', 'search page for the tour app']"
../combined/598.jpg,../combined/598.json,"['display page of protocol of a printing app', 'mobile application with rest to defaults tab', 'page displaying an option in the application', 'page is to print real pages app', 'screen displaying the protocol page']"
../combined/35305.jpg,../combined/35305.json,"['display of countries in a wifi app', 'display of screen shows to download for offline', 'display of screen shows to download for offline', 'list of downloads', 'list of options for downloading wifi in offline']"
../combined/25822.jpg,../combined/25822.json,"['display page showing list of practices', 'displaying list of plans for practice', 'list of options for practice plans', ""list of practice 's in a sports app"", 'page displaying list of practice options']"
../combined/50317.jpg,../combined/50317.json,"['display of screen shows a profile data', 'display shows number of messages and notifications', 'page displaying profile information and chat option', 'page displaying various options in social application', 'screen shows different options in a social app']"
../combined/49121.jpg,../combined/49121.json,"['page showing various settings to share with multiple app', 'pop up to share with social application using various apps', 'pop-up displaying an app to share data', 'pop-up of permission asking to share with a social app', 'screen display share options']"
../combined/7739.jpg,../combined/7739.json,"['display of screen shows different settings', 'page displaying settings information about an application', 'page displaying with list of different settings', 'setting page displaying the various options', 'settings page of a corporate app']"
../combined/59029.jpg,../combined/59029.json,"['display of a post in a social app', 'displaying dolphin screen of a fun app', 'page of a social networking app', 'page showing memes on an entertainment app', 'screen displaying different posts on dolphin']"
../combined/20244.jpg,../combined/20244.json,"['page asking to accept or decline terms of service', 'page displaying terms of service information about an application', 'page displays to accept terms of services in app', 'pop up displaying terms of service', 'pop-up displaying with agreement page of the application']"
../combined/23936.jpg,../combined/23936.json,"['introductory page of a recruiting app', 'login page displayed of an fitness app', 'login page of a sports account', 'screen showing login page', 'welcome page for an app']"
../combined/34053.jpg,../combined/34053.json,"['display of screen shows general settings', 'list of options available in the app', 'list of options', 'page displaying different setting options', 'page displaying version of the phone']"
../combined/40795.jpg,../combined/40795.json,"['display of a page showing of pharmacy app', 'display of pharmacy application with various options', 'page displaying the profile view of the user', 'page showing the various options', 'screen displaying guide for refill request']"
../combined/25275.jpg,../combined/25275.json,"['latest articles page in a sports app', 'news feed of a sports website', 'page displaying list of articles in sports app', 'page displaying with latest sports news feeds', 'page of a sports app with various options']"
../combined/41682.jpg,../combined/41682.json,"['welcome page of a google wallet', 'welcome page', 'welcome page', 'welcome page of wallet app', 'welcome page to the application with continue option']"
../combined/33242.jpg,../combined/33242.json,"['notification displaying an information with ok option', 'pop-up showing a declaration to agree', 'pop-up showing welcome message for the temperature calculation app', 'popup to welcome in the temperature tracking app', 'welcome page of social app']"
../combined/5271.jpg,../combined/5271.json,"['page displayed with diet options', 'page displaying various diet types', 'page displaying with list of different type of diets', 'question with options about diet in a health app', 'screen displaying types of diet']"
../combined/12684.jpg,../combined/12684.json,"['display showing no videos present', 'page displaying empty video list', 'page displaying no videos yet made', 'page showing information about videos', 'screen displaying my videos page']"
../combined/38757.jpg,../combined/38757.json,"['cartoon image in the mobile app', 'display of sticker in messenger app', 'emoji in the chat app', 'page showing emoji in a social app', 'page showing the emoji in social app']"
../combined/11293.jpg,../combined/11293.json,"['pop up asking information for a community app', 'pop up asking to check mail', 'pop up showing various options in app', 'pop window for final step to activate', 'pop-up shows activation options']"
../combined/56083.jpg,../combined/56083.json,"['display of screen shows a football score', 'display of teams with scores in sports app', 'page displayed completed and upcoming matches of an sport app', 'page displaying with scores for different teams', 'screen showing list of various teams with rankings']"
../combined/9544.jpg,../combined/9544.json,"['display of a pop up to open', 'page displaying the information of browsing', 'pop up showing to open with an application', 'pop up to open an application with various apps', 'pop-up displaying to open an app']"
../combined/38528.jpg,../combined/38528.json,"['page displaying multiple share options', 'page showing different applications to share', 'pop up page for sharing through different apps', 'pop up showing different sharing options', 'screen showing various applications to share']"
../combined/45455.jpg,../combined/45455.json,"['display of details in a calling app', 'page displayed a contact info', 'page displayed with a contact options', 'page showing information about to install an application', 'screen displaying adding details for reminder to call']"
../combined/1482.jpg,../combined/1482.json,"['different kinds of rewards and membership details in app', 'page displaying about list of items', 'page displaying all reward items', 'page displaying rewards catalog', 'page displaying various information']"
../combined/19875.jpg,../combined/19875.json,"['page displaying parameter options in an lifestyle app', 'page displaying various details to be filled', 'page displaying with details for breathing parameters', 'page displays to enter parameters in app', 'page showing different parameters on a health care app']"
../combined/59534.jpg,../combined/59534.json,"['pop up message showing start option', 'pop up requesting to start on an app', 'pop up showing to start a application', 'pop-up screen displaying blank with option to start', 'screen displaying the start page which is empty']"
../combined/63575.jpg,../combined/63575.json,"['list of vitamin capsules with prices in the application', 'page displays search results in app', 'page showing different capsules products on shopping app', 'page showing search option to find capsules', 'screen shows list of capsules in a shopping app']"
../combined/31520.jpg,../combined/31520.json,"['displaying a team profile in a sports app', 'page displaying profile of a team', 'page displaying team profile', 'page shows the list of team squad on social app', 'screen displaying a list of players in a sports application']"
../combined/237.jpg,../combined/237.json,"['about page displayed of a disaster update app', 'list of contacts showing in this page', 'page displaying contact and app details', 'page displaying the information about the application', 'welcome page']"
../combined/58886.jpg,../combined/58886.json,"['page showing browser app to share with multiple options', 'pop up asking to share with a social app', 'pop-up showing multiple options to share', 'pop-up shows share option with a social app', 'popup of applications to share the information']"
